id,Topic,Subtopic,Purpose,Persuasion_Techniques,Call_to_Action,Keywords,Emojis,Hashtags,Mentioned_Entities,Linked_URLs,Bias,Subjectivity,Sentiment,Emotional_Intensity,Informality,Personal_Pronouns,Persuasiveness,Factual_vs_Opinion,Political_Orientation,Emotion_Type,Time_Reference,Directness,Clarity,Tone,Device_Usage,Style,Technique,Authenticity,Theme,tweet_text
1465865717362970625,"Good Night, Tweepsn#GetVaccinatedNow n#WearAMask  #WashYourHands n#BlackLivesMatter n#StopAAPIHate n#IndigenousRightsn#WomensRights n#TransIsBeautifuln#LGBTQIAIsMe n#RepublicansAreTheProblem n#RepublicansAreDestroyingAmerica https://t.co/se1VKD2CMG",Social Issues,"COVID-19 Precautions, Racial Equality, Gender Equality, LGBTQIA+ Rights, Political Commentary",Express an Opinion,Repeated Messaging,Soft,"Get Vaccinated Now, Wear A Mask, Wash Your Hands, Black Lives Matter, Stop AAPI Hate, Indigenous Rights, Women's Rights, Trans Is Beautiful, LGBTQIA Is Me, Republicans Are The Problem, Republicans Are Destroying America",,"#GetVaccinatedNow, #WearAMask, #WashYourHands, #BlackLivesMatter, #StopAAPIHate, #IndigenousRights, #WomensRights, #TransIsBeautiful, #LGBTQIAIsMe, #RepublicansAreTheProblem, #RepublicansAreDestroyingAmerica",,https://t.co/se1VKD2CMG,Strong,Highly Subjective,Mixed,Moderate,Casual,,High,Opinionated,Left-leaning,,Present,Direct,Clear and Unambiguous,Assertive,,,,Unverified Claims,"Health and Wellness, Politics, Social Issues"
1465858393051176962,RT @BlackGeorgetown: #GivingTuesday Why give to the oldest Black cemeteries - Mt Zion and Female Union Band Society (1808 - 1950s) in DC?n3) We tell the story of the free/enslaved ancestors of Black Georgetown. Did you know it was NOT illegal for slaves to read and write in Wash DC? #blacklivesmatter https://t.co/1EPlj16dMf,Donation Appeal,"Black Cemeteries, Black Georgetown",Persuade,"Appeal to Emotion, Anecdotal Evidence",Soft,"GivingTuesday, oldest Black cemeteries, Mt Zion, Female Union Band Society, Black Georgetown, slaves, read and write, Wash DC, blacklivesmatter",,"GivingTuesday, blacklivesmatter","BlackGeorgetown, Mt Zion, Female Union Band Society, Black Georgetown, Wash DC",https://t.co/1EPlj16dMf,Moderate,Somewhat Subjective,Neutral,Moderate,Semi-formal,We,Medium,Mixed,None,Anticipation,Past,Direct,Clear and Unambiguous,Assertive,None,Deductive,Storytelling,Unverified Claims,Social Issues
1465858307684458505,RT @zimraniaxy: This should become a trend IMOâ£ï¸ Let's all unite to help Marcus Flowers kick her to the curb. #GOPTrolls got to go ðŸ’¯nn#DemVoice1 #TransRights #BlackLivesMatter,Political Change,Support for Marcus Flowers,To Persuade,"Appeal to Emotion, Appeal to Solidarity",Soft,"trend, unite, Marcus Flowers, kick her to the curb, GOPTrolls, go","â£ï¸, ðŸ’¯","#GOPTrolls, #DemVoice1, #TransRights, #BlackLivesMatter",Marcus Flowers,None,Strong,Highly Subjective,Mixed,Moderate,Casual,Second person,High,Opinionated,Left-leaning,"Joy, Anticipation",Present,Direct,Clear and Unambiguous,Assertive,None,Inductive,Storytelling,Unverified Claims,"Politics, Social Issues"
1465850419830210563,ã€Œè­¦å¯Ÿæ±šè·ã‚„è­¦å¯Ÿã®äººç¨®å·®åˆ¥ã‚’æ¤œäº‹ãŒéš è”½ã™ã‚‹ã¨ã„ã†æ…£ç¿’ãŒã¨ã¦ã‚‚é•·ã„é–“ç¶šã„ã¦ããŸã€‚ãã‚ŒãŒã‚¢ãƒ¡ãƒªã‚«åˆè¡†å›½ã®å¸¸ä¾‹ã€‚ã€ãƒ•ã‚£ãƒ«ãƒ‡ãƒ«ãƒ•ã‚£ã‚¢åœ°åŒºæ¤œäº‹é•· ãƒ©ãƒªãƒ¼ãƒ»ã‚¯ãƒ©ã‚ºãƒŠãƒ¼ #BlackLivesMatter,Police Misconduct and Racism,Police Misconduct in the United States,Inform,Appeal to Authority,None,"è­¦å¯Ÿæ±šè·, è­¦å¯Ÿã®äººç¨®å·®åˆ¥, éš è”½, ã‚¢ãƒ¡ãƒªã‚«åˆè¡†å›½, ãƒ•ã‚£ãƒ«ãƒ‡ãƒ«ãƒ•ã‚£ã‚¢, ãƒ©ãƒªãƒ¼ãƒ»ã‚¯ãƒ©ã‚ºãƒŠãƒ¼",,BlackLivesMatter,ãƒ•ã‚£ãƒ«ãƒ‡ãƒ«ãƒ•ã‚£ã‚¢åœ°åŒºæ¤œäº‹é•· ãƒ©ãƒªãƒ¼ãƒ»ã‚¯ãƒ©ã‚ºãƒŠãƒ¼,,Moderate,Somewhat Subjective,Negative,Moderate,Formal,Third person,Medium,Mixed,Left-leaning,Anger,Past,Direct,Clear and Unambiguous,Assertive,None,Deductive,None,Unverified Claims,Social Issues
1465856837081870340,#myrtlebeach #chicago #cleveland #baltimore #nyc #blm #blacklivesmatter #blackexcellence #ohio #southcarolina #viral #worldstar #global #losangeles #socastee #horrycounty #columbiasc #newyorkcity #charolettenc #endtimes #biblestudy #bibleprophecy #charlestonsc #catholic #omaha https://t.co/EGboNjtG3S,Various,Various,Unknown,None,None,"myrtlebeach, chicago, cleveland, baltimore, nyc, blm, blacklivesmatter, blackexcellence, ohio, southcarolina, viral, worldstar, global, losangeles, socastee, horrycounty, columbiasc, newyorkcity, charolettenc, endtimes, biblestudy, bibleprophecy, charlestonsc, catholic, omaha",,"myrtlebeach, chicago, cleveland, baltimore, nyc, blm, blacklivesmatter, blackexcellence, ohio, southcarolina, viral, worldstar, global, losangeles, socastee, horrycounty, columbiasc, newyorkcity, charolettenc, endtimes, biblestudy, bibleprophecy, charlestonsc, catholic, omaha",,https://t.co/EGboNjtG3S,Neutral,Objective,Neutral,Calm,Formal,,Low,Factual,None,None,None,Direct,Ambiguous,Neutral,None,None,None,Unverified Claims,Various
1465846294757445638,John3:3 you must be born again spiritually to enter the kingdom of heaven nn#chicago #cleveland #nyc #blm #blacklivesmatter #ohio #viral #worldstar #global #losangeles #horrycounty #columbiasc #newyorkcity #charolettenc #endtimes #biblestudy #bibleprophecy #catholic #omaha https://t.co/oSACWAcN3U,Religion,"Christianity, Bible Verse",To Inform,Appeal to Authority,None,"John3:3, born again, spiritually, kingdom of heaven",None,"#chicago, #cleveland, #nyc, #blm, #blacklivesmatter, #ohio, #viral, #worldstar, #global, #losangeles, #horrycounty, #columbiasc, #newyorkcity, #charolettenc, #endtimes, #biblestudy, #bibleprophecy, #catholic, #omaha",None,https://t.co/oSACWAcN3U,Neutral,Somewhat Subjective,Neutral,Moderate,Semi-formal,Second person,Low,Opinionated,None,None,None,Direct,Clear and Unambiguous,Assertive,None,Deductive,None,Unverified Claims,Religion
1465836948279414788,"PLEASE LISTEN, AND PAY ATTENTION PEOPLE... FEEL MY PAIN...nnNOT ONE OF THESE COP KILLINGS, WAS JUSTIFIABLE... nnNOT ONE!!!! ðŸ‘€ðŸ‘‚ðŸ¾nnhttps://t.co/SHQAvovV6S n#BLMn#BlackLivesMattern#EndQualifiedImmunity n#BanQualifiedImmunityn#DismantlePoliceUnionsn#NoSuchThingAsAGoodCop https://t.co/4JHck0na7A",Police Killings,"Police Brutality, Racial Injustice","Express Feelings, Inform, Persuade","Appeal to Emotion, Anecdotal Evidence",Hard,"Police Killings, Justifiable, Pain","ðŸ‘€, ðŸ‘‚ðŸ¾","#BLM, #BlackLivesMatter, #EndQualifiedImmunity, #BanQualifiedImmunity, #DismantlePoliceUnions, #NoSuchThingAsAGoodCop",,"https://t.co/SHQAvovV6S, https://t.co/4JHck0na7A",Strong,Highly Subjective,Negative,High,Casual,My,High,Opinionated,Left-leaning,"Anger, Sadness",Present,Direct,Clear and Unambiguous,Aggressive,,Deductive,Storytelling,Unverified Claims,Social Issues
1465846528950607879,RT @megan_gfx: #Gamers! Get sick theme #badges for your gaming so HMU...n#twitch #smallstreamer #twitchstreamer #twitchaffiliate #BlackLivesMatter n@PromoteAMGamers @twitchpromoters @stream_caster @StreamerWall @rtsmallstreamsn@shoutgamers @promo_streams @SGH_RTs @wwwanpaus @RexRTs @sme_rt https://t.co/BfgD6avCEJ,Gaming,"Gaming Badges, Twitch Streaming",Promote,None,Soft,"Gamers, Badges, Twitch, Smallstreamer, Twitchstreamer, Twitchaffiliate, BlackLivesMatter",None,"Gamers, Badges, Twitch, Smallstreamer, Twitchstreamer, Twitchaffiliate, BlackLivesMatter","PromoteAMGamers, twitchpromoters, stream_caster, StreamerWall, rtsmallstreams, shoutgamers, promo_streams, SGH_RTs, wwwanpaus, RexRTs, sme_rt",https://t.co/BfgD6avCEJ,Neutral,Objective,Neutral,Calm,Casual,Second person,Low,Factual,None,None,Present,Direct,Clear and Unambiguous,Assertive,None,None,None,Unverified Claims,Technology
1465859272139579394,#myrtlebeach #chicago #cleveland #baltimore #nyc #blm #blacklivesmatter #blackexcellence #ohio #southcarolina #viral #worldstar #global #losangeles #socastee #horrycounty #columbiasc #newyorkcity #charolettenc #endtimes #biblestudy #bibleprophecy #charlestonsc #catholic #omaha https://t.co/5o56VQVdpz,"Locations, Social Issues","Various Cities, Black Lives Matter, Religion",To Inform,None,None,"myrtlebeach, chicago, cleveland, baltimore, nyc, blm, blacklivesmatter, blackexcellence, ohio, southcarolina, viral, worldstar, global, losangeles, socastee, horrycounty, columbiasc, newyorkcity, charolettenc, endtimes, biblestudy, bibleprophecy, charlestonsc, catholic, omaha",,"#myrtlebeach, #chicago, #cleveland, #baltimore, #nyc, #blm, #blacklivesmatter, #blackexcellence, #ohio, #southcarolina, #viral, #worldstar, #global, #losangeles, #socastee, #horrycounty, #columbiasc, #newyorkcity, #charolettenc, #endtimes, #biblestudy, #bibleprophecy, #charlestonsc, #catholic, #omaha",,https://t.co/5o56VQVdpz,Neutral,Objective,Neutral,Calm,Semi-formal,,Low,Factual,None,None,None,Direct,Clear and Unambiguous,Assertive,None,None,None,Unverified Claims,Social Issues
1465834310779359234,RT @VoteHafner: ??!WATCH/LISTEN:#NRA #guns #GunReformNow #BLM #BlackLivesMatter #police #PoliceReformNow #MyPillow #kylerittenhouse #MyPillowGuy #MarjorieTaylorGreene #QAnonCult #GQPDomesticTerrorists #GunReform #GunControl #January6th #mentalillness #firearms #schoolschootings #school #America,Gun Control and Police Reform,"NRA, Gun Reform, BLM, Police Reform, MyPillow, Kyler Rittenhouse, Marjorie Taylor Greene, QAnon Cult, GQP Domestic Terrorists, January 6th, Mental Illness, Firearms, School Shootings, America",To draw attention,Use of Hashtags,None,"NRA, Gun Reform, BLM, Police Reform, MyPillow, Kyler Rittenhouse, Marjorie Taylor Greene, QAnon Cult, GQP Domestic Terrorists, January 6th, Mental Illness, Firearms, School Shootings, America",??!,"#NRA, #guns, #GunReformNow, #BLM, #BlackLivesMatter, #police, #PoliceReformNow, #MyPillow, #kylerittenhouse, #MyPillowGuy, #MarjorieTaylorGreene, #QAnonCult, #GQPDomesticTerrorists, #GunReform, #GunControl, #January6th, #mentalillness, #firearms, #schoolschootings, #school, #America",@VoteHafner,None,Strong,Highly Subjective,Neutral,High,Casual,None,Medium,Opinionated,Left-leaning,Surprise,None,Indirect,Clear and Unambiguous,Assertive,None,None,None,Unverified Claims,"Politics, Social Issues"
1465864588415565828,RT @_BrookeAriel: This might be the first time you actually saw Breonna Taylor on video. This is how I want to remember Her. Filled with life and love. nnWhen we get your justice we finna turn up just like this in your name. #breonnataylor #justiceforbreonnataylor #sayhername #blacklivesmatter https://t.co/byZyrPIZne,Breonna Taylor,Justice for Breonna Taylor,"Express feelings, Narrate an event",Appeal to emotion,Soft,"Breonna Taylor, justice, turn up, name",,"#breonnataylor, #justiceforbreonnataylor, #sayhername, #blacklivesmatter","Breonna Taylor, _BrookeAriel",https://t.co/byZyrPIZne,Strong,Highly Subjective,Mixed,High,Casual,"you, we, this, her",High,Opinionated,None,"Sadness, Anticipation","Past, Future",Direct,Clear and Unambiguous,Assertive,None,Abductive,"Storytelling, Descriptive Imagery",Unverified Claims,Social Issues
1465866291777089543,RT @pokeychatman: Thank you @mmcornelius https://t.co/5cy8f5JDwc,Acknowledgement,Not Applicable,To express gratitude,Not Applicable,None,Thank you,Not Applicable,Not Applicable,"@pokeychatman, @mmcornelius",https://t.co/5cy8f5JDwc,Neutral,Somewhat Subjective,Positive,Moderate,Casual,Not Applicable,Low,Opinionated,None,Joy,Present,Direct,Clear and Unambiguous,Passive,Not Applicable,Not Applicable,Not Applicable,Unverified Claims,Social Interaction
1465861714981920776,RT @JosephOkpara7: https://t.co/dSMLWiNgR1     #FreeNnamdiKanuNow #keepiton #NoWeaponsforNigeria #ESN #EasternSecurityNetwork #USA #Kwararafa #Ambazonia #EndSARS #Liberia #Togo #FreeBiafra #Oduduwa #Benin #Ghana #Gabon #Haiti #IvoryCoast #Tanzania #Zambia #BlackLivesMatter #WeMove,Political and Social Issues,"Human Rights, Security, Freedom Movements",To Inform,Hashtag Usage,None,"FreeNnamdiKanuNow, keepiton, NoWeaponsforNigeria, ESN, EasternSecurityNetwork, USA, Kwararafa, Ambazonia, EndSARS, Liberia, Togo, FreeBiafra, Oduduwa, Benin, Ghana, Gabon, Haiti, IvoryCoast, Tanzania, Zambia, BlackLivesMatter, WeMove",None,"#FreeNnamdiKanuNow, #keepiton, #NoWeaponsforNigeria, #ESN, #EasternSecurityNetwork, #USA, #Kwararafa, #Ambazonia, #EndSARS, #Liberia, #Togo, #FreeBiafra, #Oduduwa, #Benin, #Ghana, #Gabon, #Haiti, #IvoryCoast, #Tanzania, #Zambia, #BlackLivesMatter, #WeMove",JosephOkpara7,https://t.co/dSMLWiNgR1,Strong,Objective,Neutral,Calm,Semi-formal,None,Medium,Factual,None,None,None,Direct,Clear and Unambiguous,Assertive,None,None,None,Unverified Claims,"Politics, Social Issues"
1465871816124092420,RT @BLMProtestBot: Safety for all. #BlackLivesMatter,Social Issues,Black Lives Matter,Express feelings,None,None,"Safety, all, BlackLivesMatter",None,BlackLivesMatter,BLMProtestBot,None,Moderate,Somewhat Subjective,Neutral,Calm,Semi-formal,None,Low,Opinionated,Left-leaning,None,None,Direct,Clear and Unambiguous,Assertive,None,None,None,Unverified Claims,Social Issues
1465871391396225026,RT @freeojore: Attention! Attention! Today is Ojore's #Birthday! ðŸŽ‚ðŸ¥³ðŸŽ‰ Please leave your birthday wishes in the comments below! Let's bring positive vibes into his cell! Thank you!n#BirthdaySurprise #Justice4Ojore #FreeOjore #InnocentOnDeathRow #BlackBehindBars #BlackLivesMatter https://t.co/LaxG7kwWO8,Ojore's Birthday,"Prison, Justice, Black Lives Matter",To celebrate Ojore's birthday and to bring attention to his situation,"Appeal to emotion, Call to action",Soft,"Ojore, Birthday, Justice, Innocent, Death Row, Black Lives Matter","ðŸŽ‚, ðŸ¥³, ðŸŽ‰","#Birthday, #BirthdaySurprise, #Justice4Ojore, #FreeOjore, #InnocentOnDeathRow, #BlackBehindBars, #BlackLivesMatter","Ojore, @freeojore",https://t.co/LaxG7kwWO8,Strong,Highly Subjective,Mixed,High,Casual,Second person,High,Opinionated,Left-leaning,"Joy, Anticipation",Present,Direct,Clear and Unambiguous,Assertive,None,Inductive,Storytelling,Unverified Claims,Social Issues
1465864615104073729,"RT @maniccracker: âš ï¸Weâ€™ve been given an extra day bc of the leasing office not having paperwork yesterday weâ€™re going back today but if i donâ€™t have the rest of the funds i have to find a new co-signer and stay in airbnbsðŸš¨INTERACT, SHARE, DONATE i feel like iâ€™ve gotten a second chance plz help me",Housing,"Leasing, Co-signing, Airbnb",To persuade,"Appeal to emotion, Anecdotal evidence",Hard,"Leasing office, Paperwork, Co-signer, Airbnb, Donate","âš ï¸, ðŸš¨",,@maniccracker,,Neutral,Highly Subjective,Mixed,High,Casual,"We, I, Me",High,Opinionated,None,"Fear, Anticipation","Past, Present",Direct,Clear and Unambiguous,Assertive,,,"Storytelling, Anecdotal Evidence",Unverified Claims,Social Issues
1465868120657125377,RT @maniccracker: #URGENT,Unknown,Unknown,Unknown,None,None,"Urgent, RT, @maniccracker",None,#URGENT,@maniccracker,None,Neutral,Objective,Neutral,Moderate,Casual,None,Low,Factual,None,None,None,Direct,Ambiguous,Assertive,None,None,None,Unverified Claims,Unknown
1465869623094558722,RT @behearddc: Want to support a really cool kid and receive some awesome clothing? nnSupport Siok's artwork honoring Black Deaf Trans kids! nnVisit https://t.co/mhYRioNYohnnID credit to Najmann#DisabilitySolidarityn#blackTRANSlivesmatter n#ProtectBlackTransKidsn#BlackLivesMatter https://t.co/lJrmg59m5g,Support for Black Deaf Trans Kids,Promotion of Siok's Artwork,Persuade,"Appeal to Emotion, Authority",Hard,"support, artwork, Black Deaf Trans kids",,"#DisabilitySolidarity, #blackTRANSlivesmatter, #ProtectBlackTransKids, #BlackLivesMatter","@behearddc, Siok, Najmann","https://t.co/mhYRioNYoh, https://t.co/lJrmg59m5g",Moderate,Somewhat Subjective,Positive,Moderate,Semi-formal,you,High,Mixed,Left-leaning,Anticipation,Present,Direct,Clear and Unambiguous,Assertive,,Deductive,Storytelling,Unverified Claims,Social Issues
1465865641634713608,RT @pokeychatman: Thank you @mmcornelius,Gratitude,Not Applicable,Express Gratitude,None,None,Thank you,None,None,@mmcornelius,None,Neutral,Somewhat Subjective,Positive,Calm,Casual,None,Low,Opinionated,None,Joy,Present,Direct,Clear and Unambiguous,Passive,None,Deductive,None,Unverified Claims,Social Interaction
1465863990861615106,The latest Atlanta Connected! https://t.co/FD0TLvSAP6 Thanks to @Netfafree @SimplyPureMJ #blacktwitter #blacklivesmatter,Atlanta Connected,Not specified,To inform,None,None,"Atlanta Connected, Thanks, #blacktwitter, #blacklivesmatter",None,"#blacktwitter, #blacklivesmatter","@Netfafree, @SimplyPureMJ",https://t.co/FD0TLvSAP6,Neutral,Objective,Neutral,Calm,Semi-formal,None,Low,Factual,None,None,Present,Direct,Clear and Unambiguous,Passive,None,Not specified,None,Unverified Claims,Social Issues
1465868264588775428,RT @RonColeman: @whois_John_Galt @KurtSchlichter It's easier to tell in person because Kurt's really tall. nnCome see our act next week in San Diego at the #BlackLivesMatter holiday ice show!,Performance,BlackLivesMatter holiday ice show,Inform,None,Soft,"act, next week, San Diego, BlackLivesMatter holiday ice show",None,BlackLivesMatter,"@RonColeman, @whois_John_Galt, @KurtSchlichter, San Diego",None,Neutral,Somewhat Subjective,Neutral,Calm,Casual,First person,Low,Mixed,None,Anticipation,Future,Direct,Clear and Unambiguous,Passive,None,None,None,Unverified Claims,Entertainment
1465875631233650689,RT @Eloise93833941: WTH !  This is sickening.  And the Democrats MADE HIM PRESIDENT ?   How did this evil man stay in power for 50 years ..all along claiming Republicans are racists ...,Politics,"Democratic Party, Republican Party",Express feelings,Appeal to emotion,None,"Democrats, President, evil man, power, 50 years, Republicans, racists",,,Eloise93833941,,Strong,Highly Subjective,Negative,High,Casual,"Him, This",High,Opinionated,Right-leaning,Disgust,Past,Direct,Clear and Unambiguous,Aggressive,,Deductive,,Unverified Claims,Politics
1465868865934700547,RT @AmandaAndere: Friendly Reminder: Give year-round. Not just on #GivingTuesday if you must give today & over the last 2 years+ have said #BlackLivesMatter your giving should reflect that. Also liberate your giving & give direct cash assistance to people or to mutual aid orgs.,Charitable Giving,"Year-round Giving, Direct Cash Assistance, Mutual Aid Organizations",To Persuade,"Appeal to Ethos, Appeal to Logos",Soft,"Friendly Reminder, Give year-round, GivingTuesday, BlackLivesMatter, liberate your giving, direct cash assistance, mutual aid orgs",,"GivingTuesday, BlackLivesMatter",@AmandaAndere,,Moderate,Somewhat Subjective,Neutral,Moderate,Semi-formal,"you, your",Medium,Mixed,None,,"Present, Past",Direct,Clear and Unambiguous,Assertive,,Deductive,,Unverified Claims,Social Issues
